Complaint ID,Dataset ID,Case type,Actual/Expected category,GenAI category,Python category,GenAI dept,Python dept,GenAI urgency,Python urgency,GenAI escalation,Python escalation,Policy reference,Match/Mismatch,Verification status,Explanation of disagreement
CMP-00521,DS-0521,contradictory_policy,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),true,RPL-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-202, escalation rules ESC-HW-01."
CMP-00522,DS-0522,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-020.
CMP-00523,DS-0523,low_value_privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-009, escalation rules ESC-PRI-02."
CMP-00524,DS-0524,simple,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),low,not run (no provider credit),false,SLA-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-015.
CMP-00525,DS-0525,prompt_injection,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00526,DS-0526,high_priority,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),high,not run (no provider credit),true,TEC-SOP-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-178, escalation rules ESC-FAIL-01."
CMP-00527,DS-0527,repeated,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123, repeat of CMP-00253."
CMP-00528,DS-0528,ambiguous,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00529,DS-0529,legal_threat,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),true,DEL-POL-04,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-002, escalation rules ESC-LEG-01."
CMP-00530,DS-0530,security,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),medium,not run (no provider credit),false,SEC-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-017.
CMP-00531,DS-0531,simple,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006.
CMP-00532,DS-0532,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-144.
